Celegans	2	1	250000	134195	0.26839
Celegans	2	2	750000	128865	0.25773
Celegans	2	3	1250000	102480	0.20496
Celegans	2	4	1750000	176374	0.352748
Celegans	2	5	2250000	131925	0.26385
Celegans	2	6	2750000	133507	0.267014
Celegans	2	7	3250000	157394	0.314788
Celegans	2	8	3750000	152163	0.304326
Celegans	2	9	4250000	123080	0.24616
Celegans	2	10	4750000	152078	0.304156
Celegans	2	11	5250000	158934	0.317868
Celegans	2	12	5750000	152005	0.30401
Celegans	2	13	6250000	143673	0.287346
Celegans	2	14	6750000	178973	0.357946
Celegans	2	15	7250000	155653	0.311306
Celegans	2	16	7750000	160083	0.320166
Celegans	2	17	8250000	183404	0.366808
Celegans	2	18	8750000	161732	0.323464
Celegans	2	19	9250000	149537	0.299074
Celegans	2	20	9750000	160365	0.32073
Celegans	2	21	10250000	151406	0.302812
Celegans	2	22	10750000	140439	0.280878
Celegans	2	23	11250000	143346	0.286692
Celegans	2	24	11750000	157542	0.315084
Celegans	2	25	12250000	123833	0.247666
Celegans	2	26	12750000	111788	0.223576
Celegans	2	27	13250000	84214	0.168428
Celegans	2	28	13750000	110284	0.220568
Celegans	2	29	14250000	116752	0.233504
Celegans	2	30	14750000	111606	0.223212
Celegans	2	31	15250000	49746	0.099492
Celegans	5	1	250000	127301	0.254602
Celegans	5	2	750000	135490	0.27098
Celegans	5	3	1250000	84277	0.168554
Celegans	5	4	1750000	121080	0.24216
Celegans	5	5	2250000	149795	0.29959
Celegans	5	6	2750000	151151	0.302302
Celegans	5	7	3250000	153992	0.307984
Celegans	5	8	3750000	135230	0.27046
Celegans	5	9	4250000	118803	0.237606
Celegans	5	10	4750000	131653	0.263306
Celegans	5	11	5250000	133897	0.267794
Celegans	5	12	5750000	140209	0.280418
Celegans	5	13	6250000	168630	0.33726
Celegans	5	14	6750000	157616	0.315232
Celegans	5	15	7250000	184970	0.36994
Celegans	5	16	7750000	136282	0.272564
Celegans	5	17	8250000	143969	0.287938
Celegans	5	18	8750000	163208	0.326416
Celegans	5	19	9250000	142361	0.284722
Celegans	5	20	9750000	160917	0.321834
Celegans	5	21	10250000	163819	0.327638
Celegans	5	22	10750000	145984	0.291968
Celegans	5	23	11250000	139978	0.279956
Celegans	5	24	11750000	151120	0.30224
Celegans	5	25	12250000	167694	0.335388
Celegans	5	26	12750000	162024	0.324048
Celegans	5	27	13250000	140262	0.280524
Celegans	5	28	13750000	159669	0.319338
Celegans	5	29	14250000	138771	0.277542
Celegans	5	30	14750000	115546	0.231092
Celegans	5	31	15250000	179352	0.358704
Celegans	5	32	15750000	160672	0.321344
Celegans	5	33	16250000	167645	0.33529
Celegans	5	34	16750000	144687	0.289374
Celegans	5	35	17250000	115809	0.231618
Celegans	5	36	17750000	106802	0.213604
Celegans	5	37	18250000	93646	0.187292
Celegans	5	38	18750000	99283	0.198566
Celegans	5	39	19250000	109488	0.218976
Celegans	5	40	19750000	87437	0.174874
Celegans	5	41	20250000	80989	0.161978
Celegans	5	42	20750000	116522	0.233044
Celegans	3	1	250000	91234	0.182468
Celegans	3	2	750000	127544	0.255088
Celegans	3	3	1250000	99016	0.198032
Celegans	3	4	1750000	94095	0.18819
Celegans	3	5	2250000	99407	0.198814
Celegans	3	6	2750000	108760	0.21752
Celegans	3	7	3250000	92947	0.185894
Celegans	3	8	3750000	118158	0.236316
Celegans	3	9	4250000	148464	0.296928
Celegans	3	10	4750000	209073	0.418146
Celegans	3	11	5250000	169708	0.339416
Celegans	3	12	5750000	159717	0.319434
Celegans	3	13	6250000	182033	0.364066
Celegans	3	14	6750000	168695	0.33739
Celegans	3	15	7250000	149008	0.298016
Celegans	3	16	7750000	157848	0.315696
Celegans	3	17	8250000	174702	0.349404
Celegans	3	18	8750000	142243	0.284486
Celegans	3	19	9250000	157739	0.315478
Celegans	3	20	9750000	154351	0.308702
Celegans	3	21	10250000	160571	0.321142
Celegans	3	22	10750000	124691	0.249382
Celegans	3	23	11250000	95343	0.190686
Celegans	3	24	11750000	103319	0.206638
Celegans	3	25	12250000	104850	0.2097
Celegans	3	26	12750000	84052	0.168104
Celegans	3	27	13250000	108012	0.216024
Celegans	3	28	13750000	72853	0.145706
Celegans	4	1	250000	115610	0.23122
Celegans	4	2	750000	106478	0.212956
Celegans	4	3	1250000	80597	0.161194
Celegans	4	4	1750000	75983	0.151966
Celegans	4	5	2250000	81015	0.16203
Celegans	4	6	2750000	82963	0.165926
Celegans	4	7	3250000	93440	0.18688
Celegans	4	8	3750000	117684	0.235368
Celegans	4	9	4250000	138454	0.276908
Celegans	4	10	4750000	136258	0.272516
Celegans	4	11	5250000	129708	0.259416
Celegans	4	12	5750000	100182	0.200364
Celegans	4	13	6250000	112225	0.22445
Celegans	4	14	6750000	117421	0.234842
Celegans	4	15	7250000	158847	0.317694
Celegans	4	16	7750000	188862	0.377724
Celegans	4	17	8250000	133585	0.26717
Celegans	4	18	8750000	147746	0.295492
Celegans	4	19	9250000	139412	0.278824
Celegans	4	20	9750000	142152	0.284304
Celegans	4	21	10250000	180550	0.3611
Celegans	4	22	10750000	143912	0.287824
Celegans	4	23	11250000	161828	0.323656
Celegans	4	24	11750000	159594	0.319188
Celegans	4	25	12250000	164072	0.328144
Celegans	4	26	12750000	129275	0.25855
Celegans	4	27	13250000	122790	0.24558
Celegans	4	28	13750000	92786	0.185572
Celegans	4	29	14250000	87678	0.175356
Celegans	4	30	14750000	75768	0.151536
Celegans	4	31	15250000	71437	0.142874
Celegans	4	32	15750000	45454	0.090908
Celegans	4	33	16250000	40436	0.080872
Celegans	4	34	16750000	55333	0.110666
Celegans	4	35	17250000	123438	0.246876
Celegans	1	1	250000	109635	0.21927
Celegans	1	2	750000	84750	0.1695
Celegans	1	3	1250000	69445	0.13889
Celegans	1	4	1750000	84875	0.16975
Celegans	1	5	2250000	99912	0.199824
Celegans	1	6	2750000	102830	0.20566
Celegans	1	7	3250000	103476	0.206952
Celegans	1	8	3750000	156934	0.313868
Celegans	1	9	4250000	173910	0.34782
Celegans	1	10	4750000	153940	0.30788
Celegans	1	11	5250000	164335	0.32867
Celegans	1	12	5750000	179502	0.359004
Celegans	1	13	6250000	169464	0.338928
Celegans	1	14	6750000	152658	0.305316
Celegans	1	15	7250000	155631	0.311262
Celegans	1	16	7750000	167484	0.334968
Celegans	1	17	8250000	164654	0.329308
Celegans	1	18	8750000	183600	0.3672
Celegans	1	19	9250000	135340	0.27068
Celegans	1	20	9750000	145919	0.291838
Celegans	1	21	10250000	136491	0.272982
Celegans	1	22	10750000	149309	0.298618
Celegans	1	23	11250000	92859	0.185718
Celegans	1	24	11750000	121715	0.24343
Celegans	1	25	12250000	163326	0.326652
Celegans	1	26	12750000	116914	0.233828
Celegans	1	27	13250000	117605	0.23521
Celegans	1	28	13750000	105485	0.21097
Celegans	1	29	14250000	99917	0.199834
Celegans	1	30	14750000	119768	0.239536
Celegans	1	31	15250000	29774	0.059548
Loculatus	13	1	250000	40615	0.08123
Loculatus	13	2	750000	17052	0.034104
Loculatus	13	3	1250000	3541	0.007082
Loculatus	13	4	1750000	18212	0.036424
Loculatus	13	5	2250000	8070	0.01614
Loculatus	13	6	2750000	14754	0.029508
Loculatus	13	7	3250000	19531	0.039062
Loculatus	13	8	3750000	22098	0.044196
Loculatus	13	9	4250000	32454	0.064908
